completion_time
109.88135313987732
108.05488634109497
109.10294270515442
108.76299333572388
106.70722532272339
108.82833218574524
108.68915009498596
112.08557462692261
110.94744610786438
108.92780375480652
111.08071660995483
110.51810240745544
110.36053371429443
107.80094003677368
106.16098737716675
107.71221685409546
108.58459258079529
111.91750478744507
109.22654986381531
113.59893012046814
