completion_time
117.06412887573242
115.57127714157104
116.43191289901733
116.65343022346497
116.84463286399841
116.81188917160034
116.58012294769287
116.98184657096863
116.53093338012695
116.72073292732239
116.71603393554688
116.64646172523499
116.1156497001648
116.45596814155579
116.57771229743958
116.29615020751953
116.73557591438293
116.67983436584473
116.74098443984985
118.3611352443695
116.71142411231995
116.05270552635193
115.38076734542847
115.0676441192627
115.17885208129883
115.19734072685242
115.29112911224365
115.48412799835205
115.32330989837646
115.6029326915741
115.24001884460449
114.9437255859375
114.51207971572876
114.97981882095337
114.8747570514679
115.20245027542114
114.91431522369385
114.65613007545471
115.44348907470703
