completion_time
127.86290836334229
128.2335593700409
127.61526346206665
127.56386852264404
127.89665102958679
128.03410363197327
127.9989562034607
128.13652920722961
128.39634656906128
128.94689226150513
127.85659337043762
128.14447331428528
128.46997213363647
128.01858830451965
127.65902280807495
128.2328770160675
127.99191737174988
127.88595509529114
127.83107829093933
127.66915440559387
